constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
1975;Nebbelunde kirke ;I. Starup & Søn;;4;1;(Intet Pedal);54.7091933;11.385805;Nebbelunde Kirke, Nebbelundevej, 4970 Rødby, Denmark
1975;Rungsted Kirke ;Conrad Christiansen;;19;2;Pedal;55.8871533;12.5376559;Rungsted Kirke, Bolbrovej, 2960 Rungsted, Denmark
1975;Sebber Kirke ;Bruno Christensen & Sønner;;16;2;Pedal;56.9624124;9.5377001;Sebber Kirke, Store Ajstrupvej, Aalborg Municipality, Denmark
1975;Sigerslevvester Kirke ;Jensen & Thomsen;;7;1;Anhangspedal;55.8779101;12.0919333;Sigerslevvester Kirke, Sigerslevvestervej, 3600 Frederikssund, Denmark
1975;Skæve Kirke ;Marcussen & Søn;;7;1;Pedal;57.2885543;10.3122429;Skæve Kirke, Barkholtvej, 9352 Dybvad, Denmark
1964;Rosmus Kirke ;Marcussen & Søn;Ebbe Lehn Petersen [se noter].;6;1;Pedal;56.3034968;10.7742442;Rosmus Kirke, Rosmus Bygade, 8444 Balle, Denmark
1975;Stubberup Kirke ;Fyns Orgelbyggeri;;8;1;Pedal;55.535428;10.6733787;Stubberup Kirke, Kirkebakken, 5380 Dalby, Denmark
1975;Støvring Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;56.5028488;10.1756466;Støvring Kirke, Murhusbakken, Støvring, Denmark
1975;Sønder Bork Kirke ;Th. Frobenius & Sønner;;5;1;(Intet Pedal);55.8121676;8.2938419;Sønder Bork Kirke, Anerbjergevej, 6893 Hemmet, Denmark
1975;Søndersted Kirke ;Jensen & Thomsen;;6;1;Pedal;55.6277215;11.6098279;Søndersted Kirke, Sønderstedvej, 4420 Regstrup, Denmark
1975;Taps Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;55.392951;9.4708047;Taps Kirke, Ødisvej, 6070 Christiansfeld, Denmark
1975;Tversted Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;57.5817362;10.182821;Tversted Kirke, Skagensvej, 9881 Bindslev, Denmark
1975;Vissenbjerg Kirke ;P. Bruhn & Søn;Knud, Erik og Ebbe Lehn Petersen [Orglet 1976,1];19;2;Pedal;55.3851078;10.1300428;Vissenbjerg Kirke, Vestergade, 5492 Vissenbjerg, Denmark
1975;Hæstrup Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;57.4136876;9.9718701;Hæstrup Kirke, Rakkebyvej, Hjørring Municipality, Denmark
1973;Ringsted, Sct. Knuds Kirke ;Jensen & Thomsen;;3;1;(Intet Pedal);NA;NA;NA
1974;Hørup Kirke ;Bruno Christensen & Sønner;;12;2;Pedal;54.9267943;9.9019398;Hørup Kirke, Mjangvej, 6440 Augustenborg, Denmark
1974;Kirke Stillinge Kirke ;I. Starup & Søn;;15;2;Pedal;55.4368169;11.2435934;Stillinge Kirke, Stillingevej, Kirke Stillinge, Denmark
1974;Klemensker, Sct. Klemens Kirke ;Bruno Christensen & Sønner;;19;2;Pedal;NA;NA;NA
1974;Landet Kirke ;Marcussen & Søn;;7;1;Pedal;54.9974473;10.5997058;Landet Kirke, Elvira Madigans Vej, Landet, Denmark
1974;Langå Kirke ;P. Bruhn & Søn;;13;2;Pedal;56.3948333;9.8919241;Langå Kirke, Kildevænget, 8870 Langå, Denmark
1974;Lille Heddinge Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;55.273485;12.3899715;Lille Heddinge Kirke, Rødvigvej, 4673 Rødvig, Denmark
1973;Munke Bjergby Kirke ;I. Starup & Søn;;6;1;Pedal;55.5060868;11.5206666;Munke Bjergby Kirke, Kirkebakkevej, 4190 Munke, Denmark
1974;Mygdal Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;57.5208442;10.1097595;Mygdal Kirke, Mygdal Kirkevej, Hjørring Municipality, Denmark
1853 (?);Nørre Dalby Kirke ;Jens Gregersen;;4;1;(Intet Pedal);55.4804776;11.9989801;Nørre Dalby Kirke, Dalbyvej, 4140 Borup, Denmark
1974;Omø Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);55.1631983;11.1553737;Omø Kirke, Omø Havnevej, 4245 Omø, Denmark
1974;Randers, Sct. Andreas Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;26;2;Pedal;NA;NA;NA
1974;Sandager Kirke ;P. Bruhn & Søn;Antagelig er facaden fra Hemmersam-orglet, tegnet af Rolf Graae, genanvendt.;8;1;Pedal;55.327244;9.9278822;Sandager Kirke, Sandager Kirkevej, 5610 Assens, Denmark
1974;Skovby Kirke ;Marcussen & Søn;;11;2;Pedal;56.1569406;9.94663;Skovby Kirke, Kirkegyden, 8464 Galten, Denmark
1974;Stenderup Kirke ;P. Bruhn & Søn;;9;2;Pedal;55.6949719;8.8409957;Stenderup Kirke, Østergaardsvej, Stenderup, Denmark
1975;Skrøbelev Kirke ;Bruno Christensen & Sønner;;12;2;Pedal;54.9236676;10.7502766;Skrøbelev Kirke, Skrøbelev Hedevej, 5900 Rudkøbing, Denmark
1974;Tapdrup Kirke ;I. Starup & Søn;;5;1;Pedal;56.4417564;9.4857667;Tapdrup Kirke, Tapdrupvej, Tapdrup, Denmark
1974;Turup Kirke ;Jensen & Thomsen;;6;1;Pedal;55.2993671;9.9857552;Turup Kirke, Gamtoftevej, Turup, Denmark
1974;Tårnborg Kirke ;I. Starup & Søn;;12;2;Pedal;55.3508771;11.1899369;Tårnborg Kirke, Marsk Stigs Vej, 4220 Korsør, Denmark
1974;Vedsted Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;55.192593;9.3653757;Vedsted Kirke, Skovbyvej, Vedsted, Denmark
1974;Vedtofte Kirke ;P. Bruhn & Søn;;7;1;Pedal;55.3083855;10.0492258;Vedtofte Kirke, Kirkegyden, Assens Municipality, Denmark
1974;Veflinge Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;55.4789624;10.1605487;Egebjerggård, Veflinge Kirke, Axel Brahesvej, 5474 Veflinge, Denmark
1975;Veng Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal;56.1115981;9.881042;Veng Kirke, Låsbyvej, Skanderborg Municipality, Denmark
1974;Visborg Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;56.7401395;10.1455872;Visborg Kirke, Kjellerupsgade, Visborg, Denmark
1974;Vittrup Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);57.3867421;9.785571;Vittrup Kirke, Vittrup Kirkevej, Vittrup, Denmark
1974;Vojens Kirke ;Marcussen & Søn;;13;2;Pedal;55.2492819;9.3147893;Vojens Kirke, Østerled, 6500 Vojens, Denmark
1974;Ølsemagle Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal;55.4999002;12.1627542;Bramhøjgård, Ølsemagle Kirke, Ølsemagle Kirkevej, 4600 Køge, Denmark
1972;Vallensved Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;55.265388;11.6524503;Vallensved Kirke, Vallensved Bygade, Vallensved, Denmark
1973;Hvilsom Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;56.6571376;9.6115985;Hvilsom Kirke, Kirkedalsvej, Hvilsom, Denmark
1973;Isenvad Kirke ;Marcussen & Søn;;6;1;Pedal;56.0967131;9.2050711;Isenvad Kirke, Hanningvej, Isenvad, Denmark
1973;Karup Kirke ;Bruno Christensen;;7;1;Pedal;56.3058796;9.1615945;Karup Kirke, Kirkebakken, 7470 Karup, Denmark
1973;Kastbjerg Kirke ;Jensen & Thomsen;;4;1;(Intet Pedal);56.6425907;10.1572708;Kastbjerg Kirke, Ved Kirken, Randers Municipality, Denmark
1973;Kasted Kirke ;Bruno Christensen;;4;1;(Intet Pedal);56.209058;10.1311047;Kasted Kirke, Kasted Byvej, 8381 Tilst, Denmark
1973;Lerbjerg Kirke ;Bruno Christensen;;4;1;(Intet Pedal);56.3477957;9.9885065;Lerbjerg Kirke, Hadstenvej, Lerbjerg, Denmark
1973;Løsning Kirke ;Frederiksborg Orgelbyggeri;Inger og Johannes Exner;7;1;Pedal;55.8045555;9.6944234;Løsning Kirke, Klydevej, 8723 Løsning, Denmark
1973;Malling Kirke ;Marcussen & Søn;;12;2;Pedal;56.0396529;10.1945204;Malling Kirke, Malling Kirkevej, 8340 Malling, Denmark
1973;Mosevrå Kirke ;Bruno Christensen;;4;1;(Intet Pedal);55.6085242;8.2088439;Mosevrå Kirke, Vejers Havvej, 6853 Vejers, Denmark
1973;Nordrupvester Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal;NA;NA;NA
1973;Nors Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;57.0244434;8.6660463;Nors Kirke, Holmevej, Nors, Denmark
1973;Sejerslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;56.9238668;8.86811;Sejerslev Kirke, Sejersvej, Sejerslev, Denmark
1973;Solrød Kirke ;I. Starup & Søn;;9;2;Pedal;55.5362983;12.1811839;Solrød Kirke, Solrød Byvej, 2680 Solrød, Denmark
1973;Søllested Kirke ;Conrad Christiansen;;6;1;Pedal;54.8178933;11.2704579;Søllested Kirke, Kirkevej, 4920 Søllested, Denmark
1973;Torrild Kirke ;Bruno Christensen;;6;1;Pedal;55.9802556;10.0503673;Torrild Kirke, Bygaden, Torrild, Denmark
1973;Torslunde Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal;55.6262636;12.2457577;Torslunde Kirke, Torslundevej, 2630 Taastrup, Denmark
1973;Tøndering Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.7392131;8.9848685;Tøndering Kirke, Tøndering Kirkevej, 7870 Roslev, Denmark
1973;Tånum Kirke ;Bruno Christensen;;7;1;Pedal;56.460747;9.9208277;Tånum Kirke, Gamle Viborgvej, Tånum, Denmark
1973;Uggeløse Kirke ;Jensen & Thomsen;;12;2;Pedal;55.8391212;12.2616651;Uggeløse Kirke, Runebakken, 3540 Lynge, Denmark
1973;Viborg, Vestervang Kirke ;Marcussen & Søn;;18;2;Pedal;56.4617858;9.3930279;Vestervang Kirke, Rughavevej, 8800 Viborg, Denmark
1973;Viby Kirke ;Th. Frobenius & Sønner;Viggo Dahl / (Knud, Erik og Ebbe Lehn Petersen). [Jf. Danmarks Kirker].;7;1;Pedal;56.1281836;10.1657567;Viby Kirke, Bjørnbaksvej, 8260 Viby, Denmark
1973;Åsted Kirke ;Th. Frobenius & Sønner;;5;1;Pedal;57.4388221;10.4059774;Åsted Kirke, Lendumvej, Ravnshøj, Denmark
1972;Højen Kirke ;Bruno Christensen;;7;1;Pedal;55.663689;9.4907498;Højen Kirke, Højen Kirkevej, Ny Højen, Denmark
1971;Ilskov Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;56.2329699;9.1128904;Ilskov Kirke, Hestlundvej, Ilskov, Denmark
1972;Nylars Kirke ;Bruno Christensen;;6;1;Pedal;NA;NA;NA
1972;Ravnebjerg Kirke ;Bruno Christensen;;6;1;Pedal;55.377848;10.2652326;Ravnebjerg Kirke, Ravnebjerggyden, 5491 Blommenslyst, Denmark
1972;Selde Kirke ;Th. Frobenius & Sønner;;8;1;Pedal;56.779918;9.0475451;Selde Kirke, Skolebakken, 7884 Fur, Denmark
1972;Skovlunde Kirke ;Th. Frobenius & Sønner;N.M. Nielsen;22;2;Pedal;55.7222591;12.406796;Skovlunde Kirke, Lundebjerggårdsvej, 2740 Skovlunde, Denmark
1972;Sludstrup Kirke ;Bruno Christensen;;4;1;(Intet Pedal);55.3547433;11.3750249;Sludstrup Kirke, Sludstrupvej, Slagelse Municipality, Denmark
1972;Stadil Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal;56.1884179;8.2170483;Stadil Kirke, Stadilvej, Ringkøbing-Skjern Municipality, Denmark
1972;Svanninge Kirke ;Bruno Christensen;;10;2;Pedal;55.1270511;10.2301348;Svanninge Kirke, Brahesvej, 5600 Faaborg, Denmark
1972;Svinninge Kirke ;Conrad Christiansen;Conrad Christiansen [meddelt af denne].;11;2;Pedal;55.7206909;11.4603027;Svinninge Kirke, Kirkevej, 4520 Svinninge, Denmark
1972;Ting-Jellinge Kirke ;Bruno Christensen;;4;1;(Intet Pedal);55.2996064;11.4643123;Ting Jellinge Kirke, Skælskørvej, 4261 Dalmose, Denmark
1972;Tranbjerg Kirke ;Marcussen & Søn;;10;2;Pedal;56.0919102;10.1349658;Tranbjerg Kirke, Kirketorvet, 8310 Tranbjerg, Denmark
1972;Ubjerg Kirke ;Bruno Christensen;;6;1;Pedal;54.9123927;8.8548273;Ubjerg Kirke, Søndersøvej, 6270 Tønder, Denmark
1972;Udby Kirke ;Bruno Christensen;;6;1;Pedal;56.5734312;10.2986238;Udby Kirke, Rougsøvej, Norddjurs Municipality, Denmark
1972;Ugilt Kirke ;Bruno Christensen;;6;1;Pedal;57.4238163;10.1383095;Ugilt Kirke, Ugiltvej, 9830 Tårs, Denmark
1971;Vebbestrup Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;56.7243297;9.8208697;Vebbestrup Kirke, Sønder Truevej, Vebbestrup, Denmark
1972;Verninge Kirke ;P. Bruhn;;9;2;Pedal;55.2943486;10.2168789;Verninge Kirke, Odensevej, 5690 Tommerup, Denmark
1972;Aarhus, Åby Kirke ;Bruno Christensen;;8;2;Pedal;56.1456405;10.1624339;Gammel Åby Kirke, Åbyvej, 8230 Åbyhøj, Denmark
1972;Åstrup Kirke ;Bruno Christensen;;6;1;Pedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1970;Kornerup Kirke ;Bruno Christensen;;4;1;(Intet Pedal);55.633076;11.9828012;Kornerup Kirke, Ravnshøjvej, Gevninge, Denmark
1971;Kvanløse Kirke ;Frederiksborg Orgelbyggeri;;14;2;Pedal;55.6522407;11.6689986;Kvanløse Kirke, Ringstedvej, Kvanløse, Denmark
1971;København, Hyltebjerg Kirke;Conrad Christiansen;;16;2;Pedal;55.6835509;12.4830033;Hyltebjerg Kirke, Guldagervej, 2720 Vanløse, Denmark
1971;Lihme kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal;56.596874;8.7324037;Lihme Kirke, Øster Hærup Strandvej, Lihme, Denmark
1971;Lime Kirke ;I. Starup & Søn;;5;1;Anhangspedal;56.3878517;10.2474677;Lime Kirke, Hovedgaden, Lime, Denmark
1971;Mjolden Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);55.1121808;8.7511262;Mjolden Kirke, Præstegårdsvej, Tønder Municipality, Denmark
1971;Mollerup Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal);56.7885198;8.7113917;Mollerup Kirke, Kirkestien, 7980 Vils, Denmark
1964;Måbjerg Kirke ;Th. Frobenius & Co;Leopold Teschl;13;2;Pedal;56.3856592;8.610907;Måbjerg Kirke, Måbjerg Kirkevej, 7500 Holstebro, Denmark
1971;No Kirke ;Bruno Christensen;> Orgelbyggeriet [se noter].;5;1;Pedal;56.113945;8.3158339;No Kirke, Lybækvej, No, Denmark
1971;Nøbbet Kirke ;Walcker;;6;1;Pedal;54.9285515;11.2721059;Nøbbet Kirke, Pindshulevej, 4943 Torrig, Denmark
1971;Ramme Kirke ;Bruno Christensen;;4;1;(Intet Pedal);56.4855377;8.2098365;Ramme Kirke, Solhøjvej, 7650 Bøvlingbjerg, Denmark
1971;Skalborg Kirke ;Marcussen & Søn;;31;3;Pedal;57.0142771;9.8866793;Skalborg Kirke, Digtervejen, 9200 Aalborg SV, Denmark
1971;Skelby Kirke ;Bruno Christensen;;6;1;Pedal;54.6337293;11.903306;Skelby Kirke, Gammel Landevej, Skelby, Denmark
1971;Frydendal Kirke ;Jensen & Thomsen;;6;1;Pedal;55.6395729;11.5209291;Frydendal Kirke, Ringstedvej, 4440 Mørkøv, Denmark
1971;Sønder Rind Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal);56.3941269;9.4634441;Sønder Rind Kirke, Klovenhøjvej, Sønder Rind, Denmark
1971;Vennebjerg Kirke ;Marcussen & Søn;;6;1;Pedal;57.4578993;9.8309401;Vennebjerg Kirke, Klangshøjvej, Hjørring Municipality, Denmark
1971;Venslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;(Intet Pedal);55.2548994;11.4542247;Toftegård, Venslev Kirke, Aadalsvej, 4261 Dalmose, Denmark
1971;Videbæk Kirke ;P. Bruhn;;12;2;Pedal;56.0923322;8.6263577;Videbæk Kirke, Gammel Kongevej, 6920 Videbæk, Denmark
1971;Vigersted Kirke ;Th. Frobenius & Sønner;;5;1;Pedal;55.4821584;11.8855961;Vigersted Kirke, Vigersted Bygade, 4174 Jystrup, Denmark
1971;Vrangstrup Kirke ;Conrad Christiansen;;5;1;(Intet Pedal);55.4011153;11.7221346;Vrangstrup Kirke, Vrangstrupvej, 4171 Glumsø, Denmark
1971;Ørre Kirke ;Marcussen & Søn;;4;1;(Intet Pedal);56.2349607;8.873281;Ørre Kirke, Ørre Byvej, Herning Municipality, Denmark
1971;Østrup Kirke ;Bruno Christensen;;7;1;Pedal;55.4947473;10.4204162;Østrup Kirke, Klintebjergvej, 5450 Otterup, Denmark
1970;Aarhus, Langenæs Kirke ;Marcussen & Søn;;30;3;Pedal;56.1409422;10.178398;Langenæs Kirke, Langenæs Allé, 8230 Åbyhøj, Denmark
1972;Korsør, Halsskov Kirke ;Th. Frobenius & Sønner;Holger Jensen. [se noter].;18;2;Pedal;55.3413107;11.1280678;Halskov Kirke, Birkemosevej, 4220 Korsør, Denmark
1932;København, Allehelgens Kirke;Marcussen & Søn;;22;2;Pedal;55.6623668;12.6154008;Allehelgens Kirke, Lergravsvej, 1441 København K, Denmark
1981;København, Dragør Kirke;Jensen & Thomsen;;21;2;Pedal;NA;NA;NA
1961;København, De Gamles Bys Kirke;I. Starup & Søn;;10;2;Pedal;55.694891;12.5581171;De Gamles Bys Kirke, Edith Rodes Vej, 2200 København N, Denmark
1957;Holte, Gammel Holte Kirke;I. Starup & Søn;;4;1;(Intet Pedal);55.835746;12.5285472;Gammel Holte Kirke, Kohavevej, 2850 Nærum, Denmark
1953;Rødovre, Grøndalslund Kirke;Th. Frobenius & Co;;11;2;Pedal;55.6890592;12.4509116;Grøndalslund Kirke, Tårnvej, 2610 Rødovre, Denmark
1960;Mørkhøj Kirke ;Th. Frobenius & Co;;17;2;Pedal;55.7242379;12.4713088;Mørkhøj Kirke, Mørkhøjvej, 2860 Søborg, Denmark
1862;Løgsted Kirke ;Jens Gregersen;;5;1;(Intet Pedal);56.9466708;9.260738;Løgsted Kirke, Mjallerupvej, 9670 Løgstør, Denmark
1961;Løgumkloster Kirke;Marcussen & Søn;;5;1;(Intet Pedal);55.0569946;8.9504227;Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark
1985;Espergærde, Mørdrup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;22;2;Pedal;55.9960686;12.5440982;Mørdrup Kirke, Nørremarken, 3060 Espergærde, Denmark
1963;Ringe Kirke ;Marcussen & Søn;;15;2;Pedal;55.2382157;10.4777269;Ringe Kirke, Kærlighedsstien, 5750 Ringe, Denmark
1970;Struer Kirke;I. Starup & Søn;;4;1;(Intet Pedal);56.4894801;8.593907;Struer Kirke, Kirkevænget, 7600 Struer, Denmark
1964;Sørup Kirke ;Th. Frobenius & Co;;11;2;Pedal;56.8897117;9.7831855;Sørup Kirke, Nibevej, 9530 Støvring, Denmark
1893 (?);Tønder Kirke;Frederik Nielsen;;4;1;(Intet Pedal);55.0569946;8.9504227;Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark
1988;Gistrup Kirke ;Marcussen & Søn;> Holger Jensen [iflg. meddelelse fra orgelbyggeriet 1989].;15;2;Pedal;56.9933147;9.9867802;Gistrup Kirke, Gistrup, North Denmark Region, Denmark
1967;Sønder Årslev Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;56.1522295;10.0704627;Årslev Kirke, Silkeborgvej, 8220 Brabrand, Denmark
1885;Øksendrup Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal;55.2192024;10.7341967;Øksendrup Kirke, Øksendrupvej, 5871 Frørup, Denmark
1886;Stadager Kirke ;A.H. Busch & Sønner;;4;1;Anhangspedal;54.8608183;11.8082999;Stadager Kirke, Vennerslundsvej, Guldborgsund Municipality, Denmark
1891;Simested Kirke ;A.H. Busch & Sønner;;5;1;(Intet Pedal);56.6966836;9.5534372;Simested Kirke, Boldrupvej, Simested, Denmark
1902;Nyrup Baptistkirke ;A.H. Busch & Sønner;;6;1;(Intet Pedal);55.5423452;11.6483663;Stenbækhus, Nyrup Baptistkirke, Nyrupvej, 4296 Nyrup, Denmark
1904;Kastbjerg Kirke ;A.H. Busch & Sønner;;4;1;(Intet Pedal);56.6425907;10.1572708;Kastbjerg Kirke, Ved Kirken, Randers Municipality, Denmark
1872 (?);Vindblæs Kirke ;J.A. Demant;;5;1;(Intet Pedal);56.9286303;9.3166204;Vindblæs Kirke, Højgårdsvej, 9670 Løgstør, Denmark
1873;Sandby Kirke ;J.A. Demant;;4;1;(Intet Pedal);54.8737226;11.091535;Sandby Church, Tårsvej, 4912 Harpelunde, Denmark
1877;Sønder Bjerge Kirke ;J.A. Demant;;4;1;(Intet Pedal);55.2659041;11.4122436;Sønder Bjerge Kirke, Sønder Bjergevej, 4261 Dalmose, Denmark
1874;Snøde Kirke ;J.A. Demant;;5;1;(Intet Pedal);55.0809095;10.905389;Snøde Kirke, Lille Snødevej, 5953 Tranekær, Denmark
1872 (?);Søstrup Kirke ;J.A. Demant;;5;1;(Intet Pedal);55.6809643;11.6509273;Søstrup Kirke, Sasserupvej, 4420 Regstrup, Denmark
1861;Købelev Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal);54.8989821;11.1237743;Købelev Kirke, Præstegårdsvej, 4912 Harpelunde, Denmark
1880 (?);Kappel Kirke ;Peter Mortensen Gudme;;5;1;(Intet Pedal);54.7735877;11.032839;Kappel Kirke, Vesternæsvej, Lolland Municipality, Denmark
1966;Hvilsted Kirke ;Brdr. Bruhn;;6;1;Pedal;56.0072445;10.0559546;Hvilsted Kirke, Nordvejen, 8355 Solbjerg, Denmark
1967;Hvorslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;56.3671564;9.7697634;Hvorslev Kirke, Kragelundvej, 8860 Ulstrup, Denmark
1963;Højbjerg Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.3403974;9.543002;Højbjerg Kirke, Højbjerg Møllevej, 8840 Rødkærsbro, Denmark
1953;Højrup Kirke ;Marcussen & Søn;;6;1;Pedal;55.2308091;8.9906192;Højrup Kirke, Buen, Haderslev Municipality, Denmark
1954;Ibsker, Sct. Ibs Kirke ;Th. Frobenius & Co;;10;2;Pedal;NA;NA;NA
1965;Iglsø Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;(Intet Pedal);56.478217;9.0686343;Iglsø Kirke, Iglsøvej, Kjeldbjerg, Denmark
1971;Ilderhede Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal;55.8938091;8.8361523;Ilderhede Kirke, Ilderhede Kirkevej, 7270 Stakroge, Denmark
1960;Ishøj Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal);55.625838;12.2994419;Ishøj Kirke, Ishøj Bygade, 2630 Taastrup, Denmark
1966;Janderup Kirke ;Th. Frobenius & Co;;17;2;Pedal;55.6157639;8.3744209;Janderup Kirke, Præstegårdvej, 6851 Janderup, Denmark
1964;Tved Kirke ;Th. Frobenius & Co;;7;1;Pedal;56.1995968;10.4441046;Tved Kirke, Tved Kirkebakke, 8420 Knebel, Denmark
1959;Junget Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal;56.7635618;9.0973959;Junget Kirke, Fjordvej, Skive Municipality, Denmark
1965;Skarresø Kirke ;Th. Frobenius & Co;;7;1;Pedal;56.35938;10.5257337;Skarresø Kirke, Ballevej, 8550 Ryomgård, Denmark
1882 (?);Svendborg, Sct. Johannes Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal);NA;NA;NA
1890;Kolding, Sct. Michaels Kirke ;Friedrich Fleiter;;8;1;Pedal;55.486175;9.4663472;Sankt Michaels Kirke, Sanct Michaels Gade, 6000 Kolding, Denmark
1865;Nødebo Kirke ;Daniel Köhne;;5;1;(Intet Pedal);55.9761766;12.3460616;Nødebo Church, Kirkevej, Nødebo, Denmark
1964;Sevel Kirke ;Th. Frobenius & Co;;8;1;Pedal;56.4574431;8.8720489;Sevel Kirke, Klostervej, Sevel, Denmark
1890;Randers, Jesu Hjerte Kirke ;Friedrich Fleiter;;5;1;Anhangspedal;56.463235;10.0396592;Jesu Hjerte Kirke, Thorsgade, 8900 Randers C, Denmark
1873;Svenstrup Kirke ;Marcussen & Søn;;9;1;Pedal;55.0266089;9.8232004;Svenstrup Kirke, Kalvehavevej, 6430 Nordborg, Denmark
1896;Lintrup Kirke ;Marcussen & Søn;;8;2;Anhangspedal;55.4093591;8.9746509;Lintrup Kirke, Kirkepladsen, 6660 Lintrup, Denmark
1896 (?);Sejlstrup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal);57.4079161;9.8705883;Sejlstrup Kirke, Vejbyvej, Hjørring Municipality, Denmark
1885 (?);Holbæk, Sct. Elisabeths Kirke ;Frederik Nielsen;;5;1;(Intet Pedal);NA;NA;NA
1885 (?);Skader Kirke ;Frederik Nielsen;;3;1;(Intet Pedal);56.3549061;10.210133;Skader Kirke, Hulvejen, Syddjurs Municipality, Denmark
1884;Stenderup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal);55.6949719;8.8409957;Stenderup Kirke, Østergaardsvej, Stenderup, Denmark
1901 (?);Birkelse Baptistkirke ;Frederik Nielsen;;7;1;(Intet Pedal);NA;NA;NA
1890 (?);Varde, Vor Frelsers Kirke ;Frederik Nielsen;;3;1;(Intet Pedal);NA;NA;NA
1872;Svendborg, Sct. Knuds Kirke ;Knud Olsen;;7;1;Pedal;NA;NA;NA
1876;Ørbæk Kirke ;Knud Olsen;;6;1;Anhangspedal;55.2537151;10.6706628;Ørbæk Kirke, Hovedgaden, 5853 Ørbæk, Denmark
1887;Kirke Hvalsø Kirke ;Knud Olsen;;7;1;(Intet Pedal);55.5923669;11.8637766;Hvalsø Kirke, Hovedgaden, 4330 Hvalsø, Denmark
1894;Uth Kirke ;Knud Olsen;;6;1;(Intet Pedal);55.8192795;9.8715342;Uth Kirke, Uthvej, 8783 Hornsyld, Denmark
1852 (?);Undløse Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal);55.6059298;11.5822428;Undløse Kirke, Hovedgaden, Undløse, Denmark
1902 (?);København, Sct. Augustins Kirke;I. Starup;;6;1;Pedal;NA;NA;NA
1904;Åstrup Kirke ;I. Starup;;6;1;(Intet Pedal);54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1911;Sønder Kirkeby Kirke ;I. Starup;;5;1;(Intet Pedal);54.7703662;11.9774698;Sønder Kirkeby Kirke, Grønsundsvej, 4872 Idestrup, Denmark
1966;Snostrup Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);55.8051226;12.1274231;Storstengård, Snostrup Kirke, Snostrupvej, 3650 Ølstykke, Denmark
1875 (?);Tvede Kirke ;Anonym Mester;;3;1;(Intet Pedal);56.546611;10.1697109;Tvede Kirke, Udbyhøjvej, 8983 Gjerlev, Denmark
2004;Uldum Kirke ;Bruno Christensen & Sønner;Gert Madsen [se noter].;17;2;Pedal;55.8469337;9.5930188;Uldum Kirke, Poul M. Møllers Plads, 7171 Uldum, Denmark
